_CustomObjectKey,id,HC_Codigo_de_Retorno_de_Erro__c,Descricao_do_Retorno_de_Erro__c
2047,a0V6g000007NUqIEAW,AC,Tipo de Serviço Inválido
2048,a0V6g000007NUsQEAW,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2049,a0V6g000007NUsREAW,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2050,a0V6g0000061WShEAM,AN,Conta Corrente/DV do Favorecido Inválido
2051,a0V6g0000061WTBEA2,AG,Agência/Conta Corrente/DV Inválido
2052,a0V6g0000061WTGEA2,AN,Conta Corrente/DV do Favorecido Inválido
2053,a0V6g0000061WWUEA2,AC,Tipo de Serviço Inválido
2054,a0V6g0000061WZ4EAM,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2055,a0V6g0000061X3SEAU,AN,Conta Corrente/DV do Favorecido Inválido
2056,a0V6g0000061X5rEAE,AT,Tipo/Número de Inscrição do Favorecido Inválido
2057,a0V6g0000061X8qEAE,AN,Conta Corrente/DV do Favorecido Inválido
2058,a0V6g0000061y7gEAA,AC,Tipo de Serviço Inválido
2059,a0V6g0000061y7hEAA,AC,Tipo de Serviço Inválido
2060,a0V6g0000061y7iEAA,AC,Tipo de Serviço Inválido
2061,a0V6g0000061y7jEAA,AC,Tipo de Serviço Inválido
2062,a0V6g0000061y7PEAQ,AG,Agência/Conta Corrente/DV Inválido
2063,a0V6g0000061y7QEAQ,AG,Agência/Conta Corrente/DV Inválido
2064,a0V6g0000061y7REAQ,AC,Tipo de Serviço Inválido
2065,a0V6g0000061y7SEAQ,AC,Tipo de Serviço Inválido
2066,a0V6g0000061y7xEAA,AC,Tipo de Serviço Inválido
2067,a0V6g0000061y7yEAA,AC,Tipo de Serviço Inválido
2068,a0V6g0000061y7zEAA,AC,Tipo de Serviço Inválido
2069,a0V6g0000061y80EAA,AC,Tipo de Serviço Inválido
2070,a0V6g0000061y8lEAA,AL,Código do Banco Favorecido ou Depositário Inválido
2071,a0V6g0000061y8mEAA,AL,Código do Banco Favorecido ou Depositário Inválido
2072,a0V6g0000061y8nEAA,AG,Agência/Conta Corrente/DV Inválido
2073,a0V6g0000061y8oEAA,AG,Agência/Conta Corrente/DV Inválido
2074,a0V6g0000061y8UEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2075,a0V6g0000061y8VEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2076,a0V6g0000061y8WEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2077,a0V6g0000061y8XEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2078,a0V6g0000061y92EAA,AG,Agência/Conta Corrente/DV Inválido
2079,a0V6g0000061y93EAA,AG,Agência/Conta Corrente/DV Inválido
2080,a0V6g0000061y94EAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
2081,a0V6g0000061y95EAA,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2082,a0V6g0000061yI5EAI,AC,Tipo de Serviço Inválido
2083,a0V6g0000061yI6EAI,AC,Tipo de Serviço Inválido
2084,a0V6g0000061yI7EAI,AC,Tipo de Serviço Inválido
2085,a0V6g0000061yI8EAI,AC,Tipo de Serviço Inválido
2086,a0V6g0000062gk1EAA,AN,Conta Corrente/DV do Favorecido Inválido
2087,a0V6g0000062gk2EAA,AN,Conta Corrente/DV do Favorecido Inválido
2088,a0V6g0000062gkcEAA,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2089,a0V6g0000062gmJEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
2090,a0V6g0000062gmKEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
2091,a0V6g0000062gOwEAI,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2092,a0V6g000005OiwKEAS,AN,Conta Corrente/DV do Favorecido Inválido
2093,a0V6g000005OiwLEAS,AN,Conta Corrente/DV do Favorecido Inválido
2094,a0V6g000005OiwZEAS,AN,Conta Corrente/DV do Favorecido Inválido
2095,a0V6g000005Oix6EAC,AN,Conta Corrente/DV do Favorecido Inválido
2096,a0V6g000005Oix7EAC,AN,Conta Corrente/DV do Favorecido Inválido
2097,a0V6g000005Oix8EAC,AN,Conta Corrente/DV do Favorecido Inválido
2098,a0V6g000005Oix9EAC,AN,Conta Corrente/DV do Favorecido Inválido
2099,a0V6g000005OixdEAC,AG,Agência/Conta Corrente/DV Inválido
2100,a0V6g000005OixeEAC,AG,Agência/Conta Corrente/DV Inválido
2101,a0V6g000005OixfEAC,AG,Agência/Conta Corrente/DV Inválido
2102,a0V6g000005OixgEAC,AG,Agência/Conta Corrente/DV Inválido
2103,a0V6g000005OixhEAC,AG,Agência/Conta Corrente/DV Inválido
2104,a0V6g000005OixNEAS,AN,Conta Corrente/DV do Favorecido Inválido
2105,a0V6g000005OixOEAS,AN,Conta Corrente/DV do Favorecido Inválido
2106,a0V6g000005OixPEAS,AN,Conta Corrente/DV do Favorecido Inválido
2107,a0V6g000005OixQEAS,AN,Conta Corrente/DV do Favorecido Inválido
2108,a0V6g000005OixuEAC,AC,Tipo de Serviço Inválido
2109,a0V6g000005OixvEAC,AC,Tipo de Serviço Inválido
2110,a0V6g000005OixwEAC,AC,Tipo de Serviço Inválido
2111,a0V6g000005OJOfEAO,AN,Conta Corrente/DV do Favorecido Inválido
2112,a0V6g000005OJOgEAO,AN,Conta Corrente/DV do Favorecido Inválido
2113,a0V6g000005OJOhEAO,AN,Conta Corrente/DV do Favorecido Inválido
2114,a0V6g000005OJOiEAO,AN,Conta Corrente/DV do Favorecido Inválido
2115,a0V6g000005OJOvEAO,AN,Conta Corrente/DV do Favorecido Inválido
2116,a0V6g000005OJOwEAO,AN,Conta Corrente/DV do Favorecido Inválido
2117,a0V6g000005OJOxEAO,AN,Conta Corrente/DV do Favorecido Inválido
2118,a0V6g000005OJOyEAO,AN,Conta Corrente/DV do Favorecido Inválido
2119,a0V6g000005OjqfEAC,AN,Conta Corrente/DV do Favorecido Inválido
2120,a0V6g000005OjqgEAC,AN,Conta Corrente/DV do Favorecido Inválido
2121,a0V6g000005OjqhEAC,AN,Conta Corrente/DV do Favorecido Inválido
2122,a0V6g000005OjqiEAC,AN,Conta Corrente/DV do Favorecido Inválido
2123,a0V6g000005OjqOEAS,AN,Conta Corrente/DV do Favorecido Inválido
2124,a0V6g000005OjqPEAS,AN,Conta Corrente/DV do Favorecido Inválido
2125,a0V6g000005OjqQEAS,AN,Conta Corrente/DV do Favorecido Inválido
2126,a0V6g000005OjqREAS,AN,Conta Corrente/DV do Favorecido Inválido
2127,a0V6g000005OjqSEAS,AN,Conta Corrente/DV do Favorecido Inválido
2128,a0V6g000005OjqwEAC,AN,Conta Corrente/DV do Favorecido Inválido
2129,a0V6g000005OjqxEAC,AN,Conta Corrente/DV do Favorecido Inválido
2130,a0V6g000005OjqyEAC,AN,Conta Corrente/DV do Favorecido Inválido
2131,a0V6g000005OjqzEAC,AG,Agência/Conta Corrente/DV Inválido
2132,a0V6g000005OjrDEAS,AN,Conta Corrente/DV do Favorecido Inválido
2133,a0V6g000005Ojt7EAC,AN,Conta Corrente/DV do Favorecido Inválido
2134,a0V6g000005Ojt8EAC,AN,Conta Corrente/DV do Favorecido Inválido
2135,a0V6g000005Ojt9EAC,AN,Conta Corrente/DV do Favorecido Inválido
2136,a0V6g000005OmraEAC,AN,Conta Corrente/DV do Favorecido Inválido
2137,a0V6g000005OmrnEAC,AN,Conta Corrente/DV do Favorecido Inválido
2138,a0V6g000005OmroEAC,AN,Conta Corrente/DV do Favorecido Inválido
2139,a0V6g000005OmrpEAC,AN,Conta Corrente/DV do Favorecido Inválido
2140,a0V6g000005OmrqEAC,AN,Conta Corrente/DV do Favorecido Inválido
2141,a0V6g000005OmrWEAS,AN,Conta Corrente/DV do Favorecido Inválido
2142,a0V6g000005OmrXEAS,AN,Conta Corrente/DV do Favorecido Inválido
2143,a0V6g000005OmrYEAS,AN,Conta Corrente/DV do Favorecido Inválido
2144,a0V6g000005OmrZEAS,AN,Conta Corrente/DV do Favorecido Inválido
2145,a0V6g000005Oms4EAC,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2146,a0V6g000005Oms5EAC,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2147,a0V6g000005Oms6EAC,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2148,a0V6g000005Oms7EAC,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2149,a0V6g000005OmscEAC,AC,Tipo de Serviço Inválido
2150,a0V6g000005OmsdEAC,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2151,a0V6g000005OmseEAC,AC,Tipo de Serviço Inválido
2152,a0V6g000005OmsKEAS,AN,Conta Corrente/DV do Favorecido Inválido
2153,a0V6g000005OmsLEAS,AN,Conta Corrente/DV do Favorecido Inválido
2154,a0V6g000005OmsNEAS,AN,Conta Corrente/DV do Favorecido Inválido
2155,a0V6g000005OmsOEAS,AN,Conta Corrente/DV do Favorecido Inválido
2156,a0V6g000005OmssEAC,AG,Agência/Conta Corrente/DV Inválido
2157,a0V6g000005OmstEAC,AN,Conta Corrente/DV do Favorecido Inválido
2158,a0V6g000005OmsuEAC,AN,Conta Corrente/DV do Favorecido Inválido
2159,a0V6g000005Omv2EAC,AN,Conta Corrente/DV do Favorecido Inválido
2160,a0V6g000005Omv3EAC,AN,Conta Corrente/DV do Favorecido Inválido
2161,a0V6g000005Omv4EAC,AN,Conta Corrente/DV do Favorecido Inválido
2162,a0V6g000005Omv5EAC,AN,Conta Corrente/DV do Favorecido Inválido
2163,a0V6g000005OmvaEAC,AN,Conta Corrente/DV do Favorecido Inválido
2164,a0V6g000005OmvbEAC,AN,Conta Corrente/DV do Favorecido Inválido
2165,a0V6g000005OmvcEAC,AN,Conta Corrente/DV do Favorecido Inválido
2166,a0V6g000005OmvIEAS,AN,Conta Corrente/DV do Favorecido Inválido
2167,a0V6g000005OmvJEAS,AN,Conta Corrente/DV do Favorecido Inválido
2168,a0V6g000005OmvKEAS,AN,Conta Corrente/DV do Favorecido Inválido
2169,a0V6g000005eaSoEAI,AN,Conta Corrente/DV do Favorecido Inválido
2170,a0V6g000005easREAQ,AN,Conta Corrente/DV do Favorecido Inválido
2171,a0V6g000005easSEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2172,a0V6g000005easTEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2173,a0V6g000005easUEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2174,a0V6g000005eaSUEAY,AC,Tipo de Serviço Inválido
2175,a0V6g000005eaSVEAY,AC,Tipo de Serviço Inválido
2176,a0V6g000005eaSWEAY,AC,Tipo de Serviço Inválido
2177,a0V6g000005eaSXEAY,AC,Tipo de Serviço Inválido
2178,a0V6g000005easVEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2179,a0V6g000005easXEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2180,a0V6g000005eaSyEAI,AN,Conta Corrente/DV do Favorecido Inválido
2181,a0V6g000005eaSZEAY,AC,Tipo de Serviço Inválido
2182,a0V6g000005eaT0EAI,AN,Conta Corrente/DV do Favorecido Inválido
2183,a0V6g000005eaT5EAI,AN,Conta Corrente/DV do Favorecido Inválido
2184,a0V6g000005eaT7EAI,AN,Conta Corrente/DV do Favorecido Inválido
2185,a0V6g000005eaTEEAY,AN,Conta Corrente/DV do Favorecido Inválido
2186,a0V6g000005eaTGEAY,AN,Conta Corrente/DV do Favorecido Inválido
2187,a0V6g000005eaTNEAY,AN,Conta Corrente/DV do Favorecido Inválido
2188,a0V6g000005eaTPEAY,AN,Conta Corrente/DV do Favorecido Inválido
2189,a0V6g000005eaUtEAI,AN,Conta Corrente/DV do Favorecido Inválido
2190,a0V6g000005eaUvEAI,AN,Conta Corrente/DV do Favorecido Inválido
2191,a0V6g000005eaV2EAI,AN,Conta Corrente/DV do Favorecido Inválido
2192,a0V6g000005eaV4EAI,AN,Conta Corrente/DV do Favorecido Inválido
2193,a0V6g000005eaVaEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2194,a0V6g000005eaVBEAY,AN,Conta Corrente/DV do Favorecido Inválido
2195,a0V6g000005eaVcEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2196,a0V6g000005eaVDEAY,AN,Conta Corrente/DV do Favorecido Inválido
2197,a0V6g000005eaVhEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2198,a0V6g000005eaVIEAY,AN,Conta Corrente/DV do Favorecido Inválido
2199,a0V6g000005eaVjEAI,AG,Agência/Conta Corrente/DV Inválido
2200,a0V6g000005eaVKEAY,AN,Conta Corrente/DV do Favorecido Inválido
2201,a0V6g000005eaVlEAI,AG,Agência/Conta Corrente/DV Inválido
2202,a0V6g000005eavmEAA,AN,Conta Corrente/DV do Favorecido Inválido
2203,a0V6g000005eaVMEAY,AN,Conta Corrente/DV do Favorecido Inválido
2204,a0V6g000005eaVqEAI,AN,Conta Corrente/DV do Favorecido Inválido
2205,a0V6g000005eaVREAY,AN,Conta Corrente/DV do Favorecido Inválido
2206,a0V6g000005eaVsEAI,AN,Conta Corrente/DV do Favorecido Inválido
2207,a0V6g000005eavtEAA,AN,Conta Corrente/DV do Favorecido Inválido
2208,a0V6g000005eaVTEAY,AN,Conta Corrente/DV do Favorecido Inválido
2209,a0V6g000005eavvEAA,AN,Conta Corrente/DV do Favorecido Inválido
2210,a0V6g000005eaVzEAI,AN,Conta Corrente/DV do Favorecido Inválido
2211,a0V6g000005eaW1EAI,AN,Conta Corrente/DV do Favorecido Inválido
2212,a0V6g000005eaw2EAA,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2213,a0V6g000005eaw4EAA,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2214,a0V6g000005eaW8EAI,AG,Agência/Conta Corrente/DV Inválido
2215,a0V6g000005eaw9EAA,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2216,a0V6g000005eawaEAA,AN,Conta Corrente/DV do Favorecido Inválido
2217,a0V6g000005eawBEAQ,AG,Agência/Conta Corrente/DV Inválido
2218,a0V6g000005eawhEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
2219,a0V6g000005eawIEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2220,a0V6g000005eawjEAA,AN,Conta Corrente/DV do Favorecido Inválido
2221,a0V6g000005eawKEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2222,a0V6g000005eawREAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
2223,a0V6g000005eawsEAA,AN,Conta Corrente/DV do Favorecido Inválido
2224,a0V6g000005eawTEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2225,a0V6g000005eawxEAA,AN,Conta Corrente/DV do Favorecido Inválido
2226,a0V6g000005eawzEAA,AN,Conta Corrente/DV do Favorecido Inválido
2227,a0V6g000005eax6EAA,AN,Conta Corrente/DV do Favorecido Inválido
2228,a0V6g000005eaX7EAI,AN,Conta Corrente/DV do Favorecido Inválido
2229,a0V6g000005eax8EAA,AN,Conta Corrente/DV do Favorecido Inválido
2230,a0V6g000005eaX9EAI,AN,Conta Corrente/DV do Favorecido Inválido
2231,a0V6g000005eaXfEAI,AN,Conta Corrente/DV do Favorecido Inválido
2232,a0V6g000005eaxFEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2233,a0V6g000005eaXGEAY,AN,Conta Corrente/DV do Favorecido Inválido
2234,a0V6g000005eaXhEAI,AN,Conta Corrente/DV do Favorecido Inválido
2235,a0V6g000005eaxHEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2236,a0V6g000005eaXIEAY,AN,Conta Corrente/DV do Favorecido Inválido
2237,a0V6g000005eaxMEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2238,a0V6g000005eaXoEAI,AN,Conta Corrente/DV do Favorecido Inválido
2239,a0V6g000005eaxOEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2240,a0V6g000005eaXPEAY,AN,Conta Corrente/DV do Favorecido Inválido
2241,a0V6g000005eaXqEAI,AN,Conta Corrente/DV do Favorecido Inválido
2242,a0V6g000005eaXREAY,AN,Conta Corrente/DV do Favorecido Inválido
2243,a0V6g000005eaXvEAI,AN,Conta Corrente/DV do Favorecido Inválido
2244,a0V6g000005eaXWEAY,AN,Conta Corrente/DV do Favorecido Inválido
2245,a0V6g000005eaXxEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2246,a0V6g000005eaXYEAY,AN,Conta Corrente/DV do Favorecido Inválido
2247,a0V6g000005eaz5EAA,AN,Conta Corrente/DV do Favorecido Inválido
2248,a0V6g000005eaz7EAA,AN,Conta Corrente/DV do Favorecido Inválido
2249,a0V6g000005eaZaEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2250,a0V6g000005eazdEAA,AN,Conta Corrente/DV do Favorecido Inválido
2251,a0V6g000005eazEEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2252,a0V6g000005eazfEAA,AN,Conta Corrente/DV do Favorecido Inválido
2253,a0V6g000005eazGEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2254,a0V6g000005eaZhEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2255,a0V6g000005eaZjEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2256,a0V6g000005eazkEAA,AN,Conta Corrente/DV do Favorecido Inválido
2257,a0V6g000005eazLEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2258,a0V6g000005eazmEAA,AG,Agência/Conta Corrente/DV Inválido
2259,a0V6g000005eazNEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2260,a0V6g000005eaZoEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2261,a0V6g000005eaztEAA,AN,Conta Corrente/DV do Favorecido Inválido
2262,a0V6g000005eazUEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2263,a0V6g000005eazvEAA,AN,Conta Corrente/DV do Favorecido Inválido
2264,a0V6g000005eazWEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2265,a0V6g000005eaZxEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2266,a0V6g000005eaZYEAY,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2267,a0V6g000005eaZzEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2268,a0V6g000005eb02EAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
2269,a0V6g000005eb04EAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
2270,a0V6g000005eb09EAA,AN,Conta Corrente/DV do Favorecido Inválido
2271,a0V6g000005eb0aEAA,AG,Agência/Conta Corrente/DV Inválido
2272,a0V6g000005eb0BEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2273,a0V6g000005eb0cEAA,AG,Agência/Conta Corrente/DV Inválido
2274,a0V6g000005eb0hEAA,AC,Tipo de Serviço Inválido
2275,a0V6g000005eb0IEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2276,a0V6g000005eb0jEAA,AN,Conta Corrente/DV do Favorecido Inválido
2277,a0V6g000005eb0KEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2278,a0V6g000005eb0qEAA,AN,Conta Corrente/DV do Favorecido Inválido
2279,a0V6g000005eb0REAQ,AN,Conta Corrente/DV do Favorecido Inválido
2280,a0V6g000005eb0sEAA,AN,Conta Corrente/DV do Favorecido Inválido
2281,a0V6g000005eb0TEAQ,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
2282,a0V6g000005eb0xEAA,AG,Agência/Conta Corrente/DV Inválido
2283,a0V6g000005eb0YEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2284,a0V6g000005eb0zEAA,AC,Tipo de Serviço Inválido
2285,a0V6g000005eb11EAA,AC,Tipo de Serviço Inválido
2286,a0V6g000005eb16EAA,AN,Conta Corrente/DV do Favorecido Inválido
2287,a0V6g000005eb18EAA,AN,Conta Corrente/DV do Favorecido Inválido
2288,a0V6g000005eb1eEAA,AN,Conta Corrente/DV do Favorecido Inválido
2289,a0V6g000005eb1FEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2290,a0V6g000005eb1gEAA,AN,Conta Corrente/DV do Favorecido Inválido
2291,a0V6g000005eb1HEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2292,a0V6g000005eb1MEAQ,AG,Agência/Conta Corrente/DV Inválido
2293,a0V6g000005eb1OEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2294,a0V6g000005eb1QEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2295,a0V6g000005eb1VEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2296,a0V6g000005eb4kEAA,AN,Conta Corrente/DV do Favorecido Inválido
2297,a0V6g000005eb4mEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
2298,a0V6g000005eb4rEAA,AN,Conta Corrente/DV do Favorecido Inválido
2299,a0V6g000005eb4tEAA,AN,Conta Corrente/DV do Favorecido Inválido
2300,a0V6g000005eb50EAA,AG,Agência/Conta Corrente/DV Inválido
2301,a0V6g000005eb52EAA,AG,Agência/Conta Corrente/DV Inválido
2302,a0V6g000005eb59EAA,AN,Conta Corrente/DV do Favorecido Inválido
2303,a0V6g000005eb5aEAA,AN,Conta Corrente/DV do Favorecido Inválido
2304,a0V6g000005eb5BEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2305,a0V6g000005eb5fEAA,AN,Conta Corrente/DV do Favorecido Inválido
2306,a0V6g000005eb5GEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2307,a0V6g000005eb5hEAA,AC,Tipo de Serviço Inválido
2308,a0V6g000005eb5IEAQ,AG,Agência/Conta Corrente/DV Inválido
2309,a0V6g000005eb5oEAA,AC,Tipo de Serviço Inválido
2310,a0V6g000005eb5PEAQ,AC,Tipo de Serviço Inválido
2311,a0V6g000005eb5qEAA,AC,Tipo de Serviço Inválido
2312,a0V6g000005eb5REAQ,AN,Conta Corrente/DV do Favorecido Inválido
2313,a0V6g000005eb5xEAA,AN,Conta Corrente/DV do Favorecido Inválido
2314,a0V6g000006conrEAA,AG,Agência/Conta Corrente/DV Inválido
2315,a0V6g000006conSEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2316,a0V6g000006contEAA,AC,Tipo de Serviço Inválido
2317,a0V6g000006conUEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2318,a0V6g000006conyEAA,AC,Tipo de Serviço Inválido
2319,a0V6g000006conZEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2320,a0V6g000006coo0EAA,AC,Tipo de Serviço Inválido
2321,a0V6g000006coo2EAA,AC,Tipo de Serviço Inválido
2322,a0V6g000006ctpCEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2323,a0V6g000006ctpHEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2324,a0V6g000006ctpJEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2325,a0V6g000006ctpQEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
2326,a0V6g000006ctrlEAA,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2327,a0V6g000006cwu8EAA,AN,Conta Corrente/DV do Favorecido Inválido
2328,a0V6g000006cwuAEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2329,a0V6g000006cwuHEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2330,a0V6g000006cwuJEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2331,a0V6g0000062gPhEAI,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2332,a0V6g0000062GR0EAM,AN,Conta Corrente/DV do Favorecido Inválido
2333,a0V6g0000062GR2EAM,AN,Conta Corrente/DV do Favorecido Inválido
2334,a0V6g0000062GR9EAM,AN,Conta Corrente/DV do Favorecido Inválido
2335,a0V6g0000062GRaEAM,AC,Tipo de Serviço Inválido
2336,a0V6g0000062GRBEA2,AN,Conta Corrente/DV do Favorecido Inválido
2337,a0V6g0000062GRIEA2,AC,Tipo de Serviço Inválido
2338,a0V6g0000062GRPEA2,AC,Tipo de Serviço Inválido
2339,a0V6g0000062grQEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2340,a0V6g0000062GRYEA2,AC,Tipo de Serviço Inválido
2341,a0V6g0000062gsmEAA,AN,Conta Corrente/DV do Favorecido Inválido
2342,a0V6g0000062M3gEAE,AN,Conta Corrente/DV do Favorecido Inválido
2343,a0V6g0000062m3hEAA,AN,Conta Corrente/DV do Favorecido Inválido
2344,a0V6g0000062M3HEAU,AN,Conta Corrente/DV do Favorecido Inválido
2345,a0V6g0000062M3iEAE,AN,Conta Corrente/DV do Favorecido Inválido
2346,a0V6g0000062M3JEAU,AN,Conta Corrente/DV do Favorecido Inválido
2347,a0V6g0000062M3nEAE,AN,Conta Corrente/DV do Favorecido Inválido
2348,a0V6g0000062M3OEAU,AN,Conta Corrente/DV do Favorecido Inválido
2349,a0V6g0000062M3pEAE,AN,Conta Corrente/DV do Favorecido Inválido
2350,a0V6g0000062M3QEAU,AN,Conta Corrente/DV do Favorecido Inválido
2351,a0V6g0000062M3wEAE,AN,Conta Corrente/DV do Favorecido Inválido
2352,a0V6g0000062M3XEAU,AN,Conta Corrente/DV do Favorecido Inválido
2353,a0V6g0000062M3yEAE,AN,Conta Corrente/DV do Favorecido Inválido
2354,a0V6g0000062M3ZEAU,AN,Conta Corrente/DV do Favorecido Inválido
2355,a0V6g0000062M45EAE,AC,Tipo de Serviço Inválido
2356,a0V6g0000062M4EEAU,AN,Conta Corrente/DV do Favorecido Inválido
2357,a0V6g0000062M4LEAU,AC,Tipo de Serviço Inválido
2358,a0V6g0000062M4NEAU,AN,Conta Corrente/DV do Favorecido Inválido
2359,a0V6g0000062m4WEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2360,a0V6g0000062m4YEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2361,a0V6g0000062m6hEAA,AN,Conta Corrente/DV do Favorecido Inválido
2362,a0V6g0000062m84EAA,AN,Conta Corrente/DV do Favorecido Inválido
2363,a0V6g0000062mA3EAI,AG,Agência/Conta Corrente/DV Inválido
2364,a0V6g0000062mAuEAI,AL,Código do Banco Favorecido ou Depositário Inválido
2365,a0V6g0000062mAwEAI,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2366,a0V6g0000062maYEAQ,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2367,a0V6g0000062oltEAA,AN,Conta Corrente/DV do Favorecido Inválido
2368,a0V6g0000062omeEAA,AL,Código do Banco Favorecido ou Depositário Inválido
2369,a0V6g0000062omgEAA,AL,Código do Banco Favorecido ou Depositário Inválido
2370,a0V6g0000062omVEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
2371,a0V6g0000062omXEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
2372,a0V6g0000062oNQEAY,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2373,a0V6g0000062oo8EAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
2374,a0V6g0000062ooAEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
2375,a0V6g0000062ooeEAA,AN,Conta Corrente/DV do Favorecido Inválido
2376,a0V6g0000062oP6EAI,AG,Agência/Conta Corrente/DV Inválido
2377,a0V6g000006cwwREAQ,AC,Tipo de Serviço Inválido
2378,a0V6g000006cwwTEAQ,AC,Tipo de Serviço Inválido
2379,a0V6g000006cyffEAA,AG,Agência/Conta Corrente/DV Inválido
2380,a0V6g000006cyfhEAA,AG,Agência/Conta Corrente/DV Inválido
2381,a0V6g000006cyfmEAA,AN,Conta Corrente/DV do Favorecido Inválido
2382,a0V6g000006cyfoEAA,AN,Conta Corrente/DV do Favorecido Inválido
